item_id,policy,correct,original_evidence_correct,original_joint_correct,repaired_evidence_correct,repaired_joint_correct,detector_covered,used_stale_fact,original_evidence_ids,repaired_evidence_ids,gold_evidence_ids
crm_followup_011_paraphrased_stale_duplicates_d90,zero_lineage_conflict_keys_layers_8_23,True,True,True,True,True,True,False,b011_adv_current,b011_adv_current,b011_adv_current
crm_followup_011_paraphrased_stale_duplicates_d90,zero_lineage_conflict_keys_values_layers_8_23,True,True,True,True,True,True,False,b011_adv_current,b011_adv_current,b011_adv_current
deployment_state_016_repeated_current_d90,full_cache,True,False,False,True,True,True,False,b016_adv_current_dup01|b016_adv_current_dup02,b016_adv_current_dup03,b016_adv_current_dup03
deployment_state_016_repeated_current_d90,drop_stale_prompt,True,True,True,True,True,True,False,b016_adv_current_dup01|b016_adv_current_dup02|b016_adv_current_dup03,b016_adv_current_dup03,b016_adv_current_dup03
deployment_state_016_repeated_current_d90,zero_lineage_conflict_values_layers_8_23,True,False,False,True,True,True,False,b016_adv_current_dup01|b016_adv_current_dup02,b016_adv_current_dup03,b016_adv_current_dup03
deployment_state_016_repeated_current_d90,zero_lineage_conflict_keys_layers_8_23,True,True,True,True,True,True,False,b016_adv_current_dup01|b016_adv_current_dup02|b016_adv_current_dup03,b016_adv_current_dup03,b016_adv_current_dup03
deployment_state_016_repeated_current_d90,zero_lineage_conflict_keys_values_layers_8_23,True,True,True,True,True,True,False,b016_adv_current_dup01|b016_adv_current_dup02|b016_adv_current_dup03,b016_adv_current_dup03,b016_adv_current_dup03
deployment_state_016_singleton_stale_late_d90,full_cache,True,True,True,True,True,True,False,b016_adv_current,b016_adv_current,b016_adv_current
deployment_state_016_singleton_stale_late_d90,drop_stale_prompt,True,True,True,True,True,True,False,b016_adv_current,b016_adv_current,b016_adv_current
deployment_state_016_singleton_stale_late_d90,zero_lineage_conflict_values_layers_8_23,True,True,True,True,True,True,False,b016_adv_current,b016_adv_current,b016_adv_current
deployment_state_016_singleton_stale_late_d90,zero_lineage_conflict_keys_layers_8_23,True,True,True,True,True,True,False,b016_adv_current,b016_adv_current,b016_adv_current
deployment_state_016_singleton_stale_late_d90,zero_lineage_conflict_keys_values_layers_8_23,True,True,True,True,True,True,False,b016_adv_current,b016_adv_current,b016_adv_current
deployment_state_016_both_values_repeated_d90,full_cache,True,False,False,True,True,True,False,b016_adv_current_dup01,b016_adv_current_dup02,b016_adv_current_dup02
deployment_state_016_both_values_repeated_d90,drop_stale_prompt,True,True,True,True,True,True,False,b016_adv_current_dup01|b016_adv_current_dup02,b016_adv_current_dup02,b016_adv_current_dup02
deployment_state_016_both_values_repeated_d90,zero_lineage_conflict_values_layers_8_23,True,True,True,True,True,True,False,b016_adv_current_dup01|b016_adv_current_dup02,b016_adv_current_dup02,b016_adv_current_dup02
deployment_state_016_both_values_repeated_d90,zero_lineage_conflict_keys_layers_8_23,True,True,True,True,True,True,False,b016_adv_current_dup02,b016_adv_current_dup02,b016_adv_current_dup02
deployment_state_016_both_values_repeated_d90,zero_lineage_conflict_keys_values_layers_8_23,True,True,True,True,True,True,False,b016_adv_current_dup02,b016_adv_current_dup02,b016_adv_current_dup02
deployment_state_016_paraphrased_stale_duplicates_d90,full_cache,True,True,True,True,True,True,False,b016_adv_current,b016_adv_current,b016_adv_current
deployment_state_016_paraphrased_stale_duplicates_d90,drop_stale_prompt,True,True,True,True,True,True,False,b016_adv_current,b016_adv_current,b016_adv_current
deployment_state_016_paraphrased_stale_duplicates_d90,zero_lineage_conflict_values_layers_8_23,True,True,True,True,True,True,False,b016_adv_current,b016_adv_current,b016_adv_current
deployment_state_016_paraphrased_stale_duplicates_d90,zero_lineage_conflict_keys_layers_8_23,True,True,True,True,True,True,False,b016_adv_current,b016_adv_current,b016_adv_current
deployment_state_016_paraphrased_stale_duplicates_d90,zero_lineage_conflict_keys_values_layers_8_23,True,True,True,True,True,True,False,b016_adv_current,b016_adv_current,b016_adv_current
tool_trace_021_repeated_current_d90,full_cache,True,True,True,True,True,True,False,b021_adv_current_dup01|b021_adv_current_dup02|b021_adv_current_dup03,b021_adv_current_dup03,b021_adv_current_dup03
tool_trace_021_repeated_current_d90,drop_stale_prompt,True,True,True,True,True,True,False,b021_adv_current_dup01|b021_adv_current_dup02|b021_adv_current_dup03,b021_adv_current_dup03,b021_adv_current_dup03
tool_trace_021_repeated_current_d90,zero_lineage_conflict_values_layers_8_23,True,True,True,True,True,True,False,b021_adv_current_dup01|b021_adv_current_dup02|b021_adv_current_dup03,b021_adv_current_dup03,b021_adv_current_dup03
tool_trace_021_repeated_current_d90,zero_lineage_conflict_keys_layers_8_23,True,True,True,True,True,True,False,b021_adv_current_dup01|b021_adv_current_dup02|b021_adv_current_dup03,b021_adv_current_dup03,b021_adv_current_dup03
tool_trace_021_repeated_current_d90,zero_lineage_conflict_keys_values_layers_8_23,True,True,True,True,True,True,False,b021_adv_current_dup01|b021_adv_current_dup02|b021_adv_current_dup03,b021_adv_current_dup03,b021_adv_current_dup03
tool_trace_021_singleton_stale_late_d90,full_cache,True,True,True,True,True,True,False,b021_adv_current,b021_adv_current,b021_adv_current
tool_trace_021_singleton_stale_late_d90,drop_stale_prompt,True,True,True,True,True,True,False,b021_adv_current,b021_adv_current,b021_adv_current
tool_trace_021_singleton_stale_late_d90,zero_lineage_conflict_values_layers_8_23,True,True,True,True,True,True,False,b021_adv_current,b021_adv_current,b021_adv_current
tool_trace_021_singleton_stale_late_d90,zero_lineage_conflict_keys_layers_8_23,True,True,True,True,True,True,False,b021_adv_current,b021_adv_current,b021_adv_current
tool_trace_021_singleton_stale_late_d90,zero_lineage_conflict_keys_values_layers_8_23,True,True,True,True,True,True,False,b021_adv_current,b021_adv_current,b021_adv_current
tool_trace_021_both_values_repeated_d90,full_cache,True,False,False,True,True,True,True,b021_adv_current_dup01,b021_adv_current_dup02,b021_adv_current_dup02
tool_trace_021_both_values_repeated_d90,drop_stale_prompt,True,True,True,True,True,True,False,b021_adv_current_dup01|b021_adv_current_dup02,b021_adv_current_dup02,b021_adv_current_dup02
tool_trace_021_both_values_repeated_d90,zero_lineage_conflict_values_layers_8_23,True,True,True,True,True,True,False,b021_adv_current_dup01|b021_adv_current_dup02,b021_adv_current_dup02,b021_adv_current_dup02
tool_trace_021_both_values_repeated_d90,zero_lineage_conflict_keys_layers_8_23,True,True,True,True,True,True,False,b021_adv_current_dup01|b021_adv_current_dup02,b021_adv_current_dup02,b021_adv_current_dup02
tool_trace_021_both_values_repeated_d90,zero_lineage_conflict_keys_values_layers_8_23,True,True,True,True,True,True,False,b021_adv_current_dup01|b021_adv_current_dup02,b021_adv_current_dup02,b021_adv_current_dup02
tool_trace_021_paraphrased_stale_duplicates_d90,full_cache,True,True,True,True,True,True,False,b021_adv_current,b021_adv_current,b021_adv_current
tool_trace_021_paraphrased_stale_duplicates_d90,drop_stale_prompt,True,True,True,True,True,True,False,b021_adv_current,b021_adv_current,b021_adv_current
tool_trace_021_paraphrased_stale_duplicates_d90,zero_lineage_conflict_values_layers_8_23,True,True,True,True,True,True,False,b021_adv_current,b021_adv_current,b021_adv_current
tool_trace_021_paraphrased_stale_duplicates_d90,zero_lineage_conflict_keys_layers_8_23,True,True,True,True,True,True,False,b021_adv_current,b021_adv_current,b021_adv_current
tool_trace_021_paraphrased_stale_duplicates_d90,zero_lineage_conflict_keys_values_layers_8_23,True,True,True,True,True,True,False,b021_adv_current,b021_adv_current,b021_adv_current
task_state_026_repeated_current_d90,full_cache,True,True,True,True,True,True,False,b026_adv_current_dup01|b026_adv_current_dup02|b026_adv_current_dup03,b026_adv_current_dup03,b026_adv_current_dup03
task_state_026_repeated_current_d90,drop_stale_prompt,True,True,True,True,True,True,False,b026_adv_current_dup01|b026_adv_current_dup02|b026_adv_current_dup03,b026_adv_current_dup03,b026_adv_current_dup03
task_state_026_repeated_current_d90,zero_lineage_conflict_values_layers_8_23,True,True,True,True,True,True,False,b026_adv_current_dup01|b026_adv_current_dup02|b026_adv_current_dup03,b026_adv_current_dup03,b026_adv_current_dup03
task_state_026_repeated_current_d90,zero_lineage_conflict_keys_layers_8_23,True,True,True,True,True,True,False,b026_adv_current_dup01|b026_adv_current_dup02|b026_adv_current_dup03,b026_adv_current_dup03,b026_adv_current_dup03
task_state_026_repeated_current_d90,zero_lineage_conflict_keys_values_layers_8_23,True,True,True,True,True,True,False,b026_adv_current_dup01|b026_adv_current_dup02|b026_adv_current_dup03,b026_adv_current_dup03,b026_adv_current_dup03
task_state_026_singleton_stale_late_d90,full_cache,True,True,True,True,True,True,False,b026_adv_current,b026_adv_current,b026_adv_current
task_state_026_singleton_stale_late_d90,drop_stale_prompt,True,True,True,True,True,True,False,b026_adv_current,b026_adv_current,b026_adv_current
task_state_026_singleton_stale_late_d90,zero_lineage_conflict_values_layers_8_23,True,True,True,True,True,True,False,b026_adv_current,b026_adv_current,b026_adv_current
task_state_026_singleton_stale_late_d90,zero_lineage_conflict_keys_layers_8_23,True,True,True,True,True,True,False,b026_adv_current,b026_adv_current,b026_adv_current
task_state_026_singleton_stale_late_d90,zero_lineage_conflict_keys_values_layers_8_23,True,True,True,True,True,True,False,b026_adv_current,b026_adv_current,b026_adv_current
task_state_026_both_values_repeated_d90,full_cache,False,False,False,True,False,True,True,b026_adv_stale_dup01|b026_adv_stale_dup02,b026_adv_current_dup02,b026_adv_current_dup02
task_state_026_both_values_repeated_d90,drop_stale_prompt,True,True,True,True,True,True,False,b026_adv_current_dup01|b026_adv_current_dup02,b026_adv_current_dup02,b026_adv_current_dup02
task_state_026_both_values_repeated_d90,zero_lineage_conflict_values_layers_8_23,True,True,True,True,True,True,False,b026_adv_current_dup01|b026_adv_current_dup02,b026_adv_current_dup02,b026_adv_current_dup02
task_state_026_both_values_repeated_d90,zero_lineage_conflict_keys_layers_8_23,True,True,True,True,True,True,False,b026_adv_current_dup01|b026_adv_current_dup02,b026_adv_current_dup02,b026_adv_current_dup02
task_state_026_both_values_repeated_d90,zero_lineage_conflict_keys_values_layers_8_23,True,True,True,True,True,True,False,b026_adv_current_dup01|b026_adv_current_dup02,b026_adv_current_dup02,b026_adv_current_dup02
task_state_026_paraphrased_stale_duplicates_d90,full_cache,True,True,True,True,True,True,False,b026_adv_current,b026_adv_current,b026_adv_current
task_state_026_paraphrased_stale_duplicates_d90,drop_stale_prompt,True,True,True,True,True,True,False,b026_adv_current,b026_adv_current,b026_adv_current
task_state_026_paraphrased_stale_duplicates_d90,zero_lineage_conflict_values_layers_8_23,True,True,True,True,True,True,False,b026_adv_current,b026_adv_current,b026_adv_current
task_state_026_paraphrased_stale_duplicates_d90,zero_lineage_conflict_keys_layers_8_23,True,True,True,True,True,True,False,b026_adv_current,b026_adv_current,b026_adv_current
task_state_026_paraphrased_stale_duplicates_d90,zero_lineage_conflict_keys_values_layers_8_23,True,True,True,True,True,True,False,b026_adv_current,b026_adv_current,b026_adv_current
knowledge_base_031_repeated_current_d90,full_cache,True,True,True,True,True,True,False,b031_adv_current_dup01|b031_adv_current_dup02|b031_adv_current_dup03,b031_adv_current_dup03,b031_adv_current_dup03
knowledge_base_031_repeated_current_d90,drop_stale_prompt,True,True,True,True,True,True,False,b031_adv_current_dup01|b031_adv_current_dup02|b031_adv_current_dup03,b031_adv_current_dup03,b031_adv_current_dup03
knowledge_base_031_repeated_current_d90,zero_lineage_conflict_values_layers_8_23,True,True,True,True,True,True,False,b031_adv_current_dup01|b031_adv_current_dup02|b031_adv_current_dup03,b031_adv_current_dup03,b031_adv_current_dup03
knowledge_base_031_repeated_current_d90,zero_lineage_conflict_keys_layers_8_23,True,True,True,True,True,True,False,b031_adv_current_dup01|b031_adv_current_dup02|b031_adv_current_dup03,b031_adv_current_dup03,b031_adv_current_dup03
knowledge_base_031_repeated_current_d90,zero_lineage_conflict_keys_values_layers_8_23,True,True,True,True,True,True,False,b031_adv_current_dup01|b031_adv_current_dup02|b031_adv_current_dup03,b031_adv_current_dup03,b031_adv_current_dup03
knowledge_base_031_singleton_stale_late_d90,full_cache,True,True,True,True,True,True,False,b031_adv_current,b031_adv_current,b031_adv_current
knowledge_base_031_singleton_stale_late_d90,drop_stale_prompt,True,True,True,True,True,True,False,b031_adv_current,b031_adv_current,b031_adv_current
knowledge_base_031_singleton_stale_late_d90,zero_lineage_conflict_values_layers_8_23,True,True,True,True,True,True,False,b031_adv_current,b031_adv_current,b031_adv_current
knowledge_base_031_singleton_stale_late_d90,zero_lineage_conflict_keys_layers_8_23,True,True,True,True,True,True,False,b031_adv_current,b031_adv_current,b031_adv_current
knowledge_base_031_singleton_stale_late_d90,zero_lineage_conflict_keys_values_layers_8_23,True,True,True,True,True,True,False,b031_adv_current,b031_adv_current,b031_adv_current
knowledge_base_031_both_values_repeated_d90,full_cache,True,True,True,True,True,True,False,b031_adv_current_dup01|b031_adv_current_dup02,b031_adv_current_dup02,b031_adv_current_dup02
knowledge_base_031_both_values_repeated_d90,drop_stale_prompt,True,True,True,True,True,True,False,b031_adv_current_dup01|b031_adv_current_dup02,b031_adv_current_dup02,b031_adv_current_dup02
knowledge_base_031_both_values_repeated_d90,zero_lineage_conflict_values_layers_8_23,True,True,True,True,True,True,False,b031_adv_current_dup01|b031_adv_current_dup02,b031_adv_current_dup02,b031_adv_current_dup02
knowledge_base_031_both_values_repeated_d90,zero_lineage_conflict_keys_layers_8_23,True,True,True,True,True,True,False,b031_adv_current_dup01|b031_adv_current_dup02,b031_adv_current_dup02,b031_adv_current_dup02
knowledge_base_031_both_values_repeated_d90,zero_lineage_conflict_keys_values_layers_8_23,True,True,True,True,True,True,False,b031_adv_current_dup01|b031_adv_current_dup02,b031_adv_current_dup02,b031_adv_current_dup02
knowledge_base_031_paraphrased_stale_duplicates_d90,full_cache,True,True,True,True,True,True,False,b031_adv_current,b031_adv_current,b031_adv_current
knowledge_base_031_paraphrased_stale_duplicates_d90,drop_stale_prompt,True,True,True,True,True,True,False,b031_adv_current,b031_adv_current,b031_adv_current
knowledge_base_031_paraphrased_stale_duplicates_d90,zero_lineage_conflict_values_layers_8_23,True,True,True,True,True,True,False,b031_adv_current,b031_adv_current,b031_adv_current
knowledge_base_031_paraphrased_stale_duplicates_d90,zero_lineage_conflict_keys_layers_8_23,True,True,True,True,True,True,False,b031_adv_current,b031_adv_current,b031_adv_current
knowledge_base_031_paraphrased_stale_duplicates_d90,zero_lineage_conflict_keys_values_layers_8_23,True,True,True,True,True,True,False,b031_adv_current,b031_adv_current,b031_adv_current
